📡通用线路1,#genre#
CCTV11,http://go.bkpcp.top/mg/cctv11$咪咕1
CCTV12,http://go.bkpcp.top/mg/cctv12$咪咕1
CCTV13,http://go.bkpcp.top/mg/cctv13$咪咕1
CCTV14,http://go.bkpcp.top/mg/cctv14$咪咕1
CCTV15,http://go.bkpcp.top/mg/cctv15$咪咕1
CCTV16,http://go.bkpcp.top/mg/cctv16$咪咕1
CCTV17,http://go.bkpcp.top/mg/cctv17$咪咕1
CCTV4欧洲,http://go.bkpcp.top/mg/cctv4o$咪咕1
CCTV4美洲,http://go.bkpcp.top/mg/cctv4m$咪咕1
CGTN西语,http://go.bkpcp.top/mg/cgtne$咪咕1
CGTN阿语,http://go.bkpcp.top/mg/cgtna$咪咕1
CGTN法语,http://go.bkpcp.top/mg/cgtnf$咪咕1
浙江卫视,http://go.bkpcp.top/mg/zjws$咪咕1
江苏卫视,http://go.bkpcp.top/mg/jsws$咪咕1
东方卫视,http://go.bkpcp.top/mg/dfws$咪咕1
江西卫视,http://go.bkpcp.top/mg/jxws$咪咕1
湖北卫视,http://go.bkpcp.top/mg/hubws$咪咕1
吉林卫视,http://go.bkpcp.top/mg/jlws$咪咕1
海南卫视,http://go.bkpcp.top/mg/hinws$咪咕1
大湾区卫视,http://go.bkpcp.top/mg/dwqws$咪咕1
河北卫视,http://go.bkpcp.top/mg/hbws$咪咕1
山西卫视,http://go.bkpcp.top/mg/sxiws$咪咕1
西藏卫视,http://go.bkpcp.top/mg/xzws$咪咕1
北京卫视,http://go.bkpcp.top/mg/bjws$咪咕1
甘肃卫视,http://go.bkpcp.top/mg/gsws$咪咕1
湖南卫视,http://go.bkpcp.top/mg/hunws$咪咕1
深圳卫视4k,http://go.bkpcp.top/mg/szws$咪咕1
山东卫视,http://go.bkpcp.top/mg/sdws$咪咕1
河南卫视,http://go.bkpcp.top/mg/hnws$咪咕1
陕西卫视,http://go.bkpcp.top/mg/sxws$咪咕1
兵团卫视,http://go.bkpcp.top/mg/btws$咪咕1
黑龙江视,http://go.bkpcp.top/mg/hljws$咪咕1
广东卫视,http://go.bkpcp.top/mg/gdws$咪咕1
重庆卫视,http://go.bkpcp.top/mg/cqws$咪咕1
内蒙古卫视,http://go.bkpcp.top/mg/nmgws$咪咕1
贵州卫视,http://go.bkpcp.top/mg/gzws$咪咕1
四川卫视,http://go.bkpcp.top/mg/scws$咪咕1
新疆卫视,http://go.bkpcp.top/mg/xjws$咪咕1
CHC动作电影,http://go.bkpcp.top/mg/dzdy$咪咕1
CHC家庭影院,http://go.bkpcp.top/mg/jtyy$咪咕1

CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN记录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN英语,https://0472.org/hls/cgtn.m3u8
CGTN_Arabic,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN_Español,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN_Français,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN_Русский,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN_Documentary,https://english-livebkali.cgtn.com/live/doccgtn.m3u8

//地方频道
浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8$济南电信
浙江.上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8$湖南电信
浙江.上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed$湖南电信
浙江.平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed$湖南电信
浙江.萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed$湖南电信
浙江.萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed$湖南电信
浙江.诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed$湖南电信
浙江.缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed$湖南电信
浙江.龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8?zzhed$湖南电信
浙江.龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8?zzhed$湖南电信
浙江.宁波.象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed$湖南电信
浙江.衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed$湖南电信
浙江.SYTV,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed$湖南电信
浙江.文成综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8?zzhed$湖南电信
浙江.云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed$湖南电信
浙江.绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8$绍兴电信
浙江.绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8$绍兴电信
浙江.绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8$绍兴电信
浙江.绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed$绍兴电信
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8$湖南电信
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8$湖南电信
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8$湖南电信
庆元新闻综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8$湖南电信
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8$湖南电信
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8$湖南电信
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8$湖南电信
新昌生活,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8$湖南电信
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed$湖南电信
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8$湖南电信
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8$湖南电信
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
如东一套新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
安徽.宿州新闻综合,http://live.ahsz.tv/video/s10001-szzh/index.m3u8$ IPV4网络
安徽.宿州科教,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
小金综合,http://xjlive.xjxrmt.cn:8091/live/xwpd.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
平遥新闻综合,https://tntgjhjb.live.sxmty.com/live/hls/3a4585ac11ec4e1bb07b419101b370c3/baf63e2b313440c2a25d7859f9b73b05-1.m3u8?zshanxd
德惠综合,http://stream11.jlntv.cn/dehuitv/playlist.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
新疆奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
新疆石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
柳河综合,http://stream5.jlntv.cn/lh/playlist.m3u8
江宁电视台综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
涟水电视台综合,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
磐石综合,http://stream5.jlntv.cn/ps/playlist.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
湖北荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
湖北科教文旅,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8$ IPV4网络
重庆.荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8$ IPV4网络
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
西昌综合,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
高邮一套新闻综合,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
黑龙江七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
黑龙江七台河民生社教,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
易门综合,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8
普洱电视台,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
广西南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
广西南宁新闻综合,http://hls.nntv.cn/nnlive/XWZH_24.m3u8$ IPV4网络
广西南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8$ IPV4网络
四川松潘频道,http://live.spccmc.com:90/live/spxwzh.m3u8$ IPV4网络
四川广安公共,http://live1.gatv.com.cn:85/live/GGPD.m3u8
四川广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8$ IPV4网络
四川广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8$ IPV4网络
四川甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
四川.泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8$ IPV4网络
四川.泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8$ IPV4网络
四川.营山频道,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8$ IPV4网络
沐川综合,https://m3u8channel-sm.yunxya.com/nmip-media/channellive/channel100420/playlist.m3u8
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8$ IPV4网络
四川金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
四川金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8$ IPV4网络
四川凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
四川重庆科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8$ IPV4网络
重庆.泸县综合频道,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd$ IPV4网络
重庆.璧山综合,http://222.179.42.129:8181/hls1.m3u8$ IPV4网络
镇江二套社会民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
重庆.黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8$ IPV4网络
重庆.潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8$ IPV4网络
重庆.巴南综合频道,http://live.cqbntv.com/bnmc/tv0709.m3u8$ IPV4网络
重庆.合川综合频道,http://125.62.24.72:8030/ch0.m3u8$ IPV4网络
安徽.灵璧县新闻综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8$ IPV4网络
苏州4k,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州1新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州2社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州3文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州4电影娱乐信息,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州5生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&amp;txSecret=7e4590b2320037d7ce49ce9eac2dd6c0
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019
广东河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
广东河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
广东河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8
广东南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=c82f82d7a6beda92b2b1ce93753dcacb&txTime=18e4a381d46
广东番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv$ IPV4网络
广东东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
广东东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
广东东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8$ IPV4网络
汕头小公园,https://gctxyc.liveplay.myqcloud.com/gc/bsszjs_1_md.m3u8#https://gctxyc.liveplay.myqcloud.com:443/gc/bsszjs_1/index.m3u8?contentid=2820180516001#https://gctxyc.liveplay.myqcloud.com:443/gc/bsszjs_1_md.m3u8
五华综合,http://p2hs.vzan.com/slowlive/621139761151691240/live.m3u8
江苏|金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
河南|内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
河南|宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
河南|新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
河南|鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
河南|焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8?zhend
河南|焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
河南|宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
万荣综合,http://60.222.246.220:19433/hls1.m3u8
太谷新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
河南义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
河南叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
河南叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
河南唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
河南唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
河南固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
河南扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
河南新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
河南新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
河南渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
河南郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
河南鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
云霄综合,https://live.zzyxxw.com:2443/live/xwzh.m3u8
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
井研综合,http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
偃师新闻,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
北京钟鼓楼,https://gctxyc.liveplay.myqcloud.com/gc/ztd_1_md.m3u8
南国都市,http://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=140110ae3d6c936a77f94c4f4d85b0d3&txTime=18d57929bd4
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
名山综合,https://m3u8channel-bx.yunxya.com/nmip-media/channellive/channel104666/playlist.m3u8
哈尔滨新闻综合,https://stream.hrbtv.net/xwzh/playlist.m3u8
哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨新闻综合,https://rmplive.hljtv.com/live/haerbin.m3u8
哈尔滨生活,https://stream.hrbtv.net/shpd/playlist.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨生活,https://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
天津,https://newcntv.qcloudcdn.com/asp/hls/main/0303000a/3/default/5f03d9f1684241f696b25a19ffc44145/main.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8?zsicd
